step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,collisions_human,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
102,0,0.001,7.48722,2000,3.76706,3.31739,3.18243,3.85794,523,488,1882.8,1756.8,2,2,1354.58,27.9755,59.292,700,700,0.239,478,0.00505856,10.1171,5.262,10524,79,-0.667082,1.40585e-09,0.96518,0.050643,868.052
103,0,0.001,8.3022,2000,3.30724,2.99186,2.97647,3.36777,515,487,1854,1753.2,4,2,1801.37,28.1115,63.711,700,700,0.2335,467,0.00386566,7.73133,5.7295,11459,78,-0.650944,-3.96957e-10,0.973073,0.0504708,876.624
104,0,0.001,6.9607,2000,4.51157,3.92964,3.47134,4.63027,540,496,1944,1785.6,20,15,1389.01,15.5095,42.4525,700,700,0.198,396,-0.0036806,-7.3612,4.5625,9125,83,0.020273,8.80158e-10,0.934375,0.0475481,883.841
105,0,0.001,7.46853,2000,3.85507,3.49405,3.28442,3.92638,533,499,1918.8,1796.4,6,6,1360.19,20.219,51.331,700,700,0.2345,469,0.00400027,8.00053,5.1295,10259,82,-0.634012,-4.1386e-10,0.951783,0.0501959,891.579
106,0,0.001,8.0656,2000,3.56883,3.28357,3.19997,3.62431,525,493,1890,1774.8,0,0,1414.36,26.467,60.211,700,700,0.2465,493,0.00647293,12.9459,5.492,10984,80,-0.670142,-4.1065e-10,0.946177,0.0518579,899.911
107,0,0.001,7.85376,2000,3.62463,3.31556,3.26087,3.68427,527,495,1897.2,1782,2,2,1472.25,20.3255,53.5045,700,700,0.2425,485,0.00560194,11.2039,5.3635,10727,79,-0.620763,-1.39171e-11,0.923351,0.0488279,908.036
108,0,0.001,7.70059,2000,3.76609,3.48381,3.29418,3.82051,529,492,1904.4,1771.2,10,9,1402.65,21.092,53.145,700,700,0.221,442,0.00103803,2.07605,5.1785,10357,82,-0.281932,-6.81521e-10,0.9191,0.048635,916.01
109,0,0.001,7.68369,2000,3.74423,3.40378,3.30435,3.81003,524,494,1886.4,1778.4,10,8,1925.46,23.4655,55.671,700,700,0.222,444,0.00124168,2.48336,5.215,10430,80,-0.184944,1.20819e-09,0.931598,0.0485818,923.959
110,0,0.001,8.53978,2000,3.26623,3.02026,2.99231,3.31312,522,492,1879.2,1771.2,0,0,1444.3,24.432,61.202,700,700,0.246,492,0.00624988,12.4998,5.8845,11769,81,-0.609223,-3.04179e-10,0.934401,0.0518379,932.791
111,0,0.001,7.16451,2000,4.41712,3.87524,3.43533,4.52465,539,503,1940.4,1810.8,16,10,1666.72,16.2485,44.0055,700,700,0.2115,423,-0.00102592,-2.05184,4.594,9188,84,-0.327065,-4.73425e-10,0.92943,0.0475781,940.219
112,0,0.001,8.04133,2000,3.59681,3.3376,3.31648,3.64602,522,498,1879.2,1792.8,8,6,2035.16,23.7575,57.266,700,700,0.229,458,0.0026349,5.26981,5.345,10690,80,-0.355834,-3.79351e-10,0.904889,0.049284,948.523
113,0,0.001,8.7741,2000,3.37489,3.16323,3.15349,3.41472,532,507,1915.2,1825.2,0,0,1632.28,20.196,56.5195,700,700,0.2535,507,0.00771118,15.4224,5.751,11502,83,-0.777668,3.79835e-11,0.884931,0.0556579,957.576
114,0,0.001,8.00427,2000,3.73048,3.39248,3.29406,3.7956,531,502,1911.6,1807.2,8,4,1658.25,19.649,52.311,700,700,0.231,462,0.00297663,5.95325,5.275,10550,82,-0.455938,5.27606e-10,0.89348,0.0485759,965.858
115,0,0.001,8.31433,2000,3.53809,3.28451,3.19616,3.58645,531,495,1911.6,1782,2,2,1323.65,22.5445,56.7175,700,700,0.2425,485,0.00535053,10.7011,5.4705,10941,80,-0.647318,3.06332e-10,0.916776,0.054682,974.446
116,0,0.001,8.56754,2000,3.24129,3.01361,3.06446,3.28435,526,492,1893.6,1771.2,2,2,1459.01,18.9145,55.918,700,700,0.241,482,0.00500494,10.0099,5.883,11766,80,-0.588551,-6.21368e-10,0.917079,0.0538821,983.289
117,0,0.001,7.93766,2000,3.6363,3.31618,3.24944,3.69737,537,503,1933.2,1810.8,6,3,1528.24,16.026,49.6555,700,700,0.2365,473,0.00403317,8.06633,5.3855,10771,83,-0.544732,6.86547e-10,0.930865,0.0487239,991.498
118,0,0.001,8.4782,2000,3.46615,3.15377,3.10735,3.52673,530,488,1908,1756.8,10,7,1327.46,19.4075,53.9095,700,700,0.219,438,0.000331252,0.662503,5.601,11202,82,-0.313438,-3.49772e-11,0.934885,0.0530429,1000.26
119,0,0.001,7.41018,2000,3.98396,3.60378,3.30054,4.05844,533,513,1918.8,1846.8,0,0,1724.24,20.0255,50.7595,700,700,0.2565,513,0.00818132,16.3626,5.034,10068,82,-0.803757,-2.34614e-10,0.91786,0.0484049,1007.94
120,0,0.001,7.82857,2000,3.63658,3.305,3.23878,3.701,529,488,1904.4,1756.8,8,6,1236.46,17.8585,50.775,700,700,0.224,448,0.00131346,2.62691,5.352,10704,82,-0.243614,1.81225e-09,0.934925,0.0498068,1016.06
121,0,0.001,8.06806,2000,3.5208,3.20742,3.05799,3.58244,530,495,1908,1782,4,4,1379.4,22.762,57.245,700,700,0.2375,475,0.00414172,8.28343,5.666,11332,82,-0.644718,1.31001e-10,0.95154,0.0514021,1024.43
122,0,0.001,8.18371,2000,3.43901,3.1078,3.04645,3.50355,525,493,1890,1774.8,0,0,1435.18,23.3825,58.233,700,700,0.2465,493,0.00600896,12.0179,5.68,11360,78,-0.627861,9.30726e-10,0.944537,0.052979,1032.9
123,0,0.001,7.35462,2000,4.04693,3.65224,3.27233,4.12488,535,510,1926,1836,0,0,1624.29,20.0765,50.4965,700,700,0.255,510,0.00777867,15.5573,5.0155,10031,82,-0.803153,-4.56593e-10,0.945551,0.0492022,1040.51
124,0,0.001,8.28958,2000,3.37365,3.0864,3.01343,3.42974,520,482,1872,1735.2,4,4,1366.52,25.288,60.348,700,700,0.231,462,0.0026557,5.3114,5.726,11452,80,-0.47755,7.38496e-10,0.956258,0.052906,1049.07
125,0,0.001,8.77341,2000,3.31921,3.05125,3.00739,3.37109,529,492,1904.4,1771.2,4,4,1380.66,21.354,57.642,700,700,0.236,472,0.00369593,7.39186,5.884,11768,82,-0.607986,1.11462e-09,0.934835,0.0543201,1058.13
126,0,0.001,8.67289,2000,3.19658,2.92924,2.90164,3.24849,521,484,1875.6,1742.4,2,2,1422.15,24.2895,61.428,700,700,0.237,474,0.00388704,7.77407,6.0355,12071,79,-0.556949,3.25715e-10,0.93841,0.0537581,1067.09
127,0,0.001,8.54899,2000,3.25574,2.98319,2.95539,3.30838,526,489,1893.6,1760.4,2,1,1330.46,20.613,57.452,700,700,0.2395,479,0.00439648,8.79295,5.9615,11923,80,-0.536748,1.47995e-10,0.925797,0.0526488,1075.92
128,0,0.001,8.18392,2000,3.3721,3.11636,3.01846,3.42153,526,488,1893.6,1756.8,4,4,1385.74,22.422,57.8295,700,700,0.234,468,0.00319618,6.39237,5.7325,11465,81,-0.576292,5.04057e-10,0.936131,0.0523791,1084.39
129,0,0.001,7.90414,2000,3.67947,3.3786,3.16207,3.73783,544,503,1958.4,1810.8,8,7,1359.24,13.7345,47.1525,700,700,0.2315,463,0.00263571,5.27142,5.426,10852,82,-0.366492,-3.24041e-10,0.925822,0.0508518,1092.57
130,0,0.001,7.72373,2000,3.76678,3.43972,3.27404,3.82997,531,499,1911.6,1796.4,2,2,1440.26,17.768,50.0165,700,700,0.2445,489,0.00539819,10.7964,5.219,10438,79,-0.629666,-1.26247e-09,0.918554,0.0516891,1100.58
131,0,0.001,7.7009,2000,3.82327,3.50172,3.28849,3.88519,534,501,1922.4,1803.6,4,3,1369.81,22.6445,54.496,700,700,0.2405,481,0.00451149,9.02297,5.141,10282,83,-0.496079,-1.57585e-10,0.926489,0.0572512,1108.57
132,0,0.001,7.90082,2000,3.66091,3.37075,3.27813,3.71639,532,498,1915.2,1792.8,6,4,1501.34,17.6415,50.8565,700,700,0.234,468,0.00308903,6.17806,5.33,10660,81,-0.393661,-1.97285e-10,0.902525,0.0497253,1116.73
133,0,0.001,8.56112,2000,3.49744,3.2154,3.16072,3.55144,529,490,1904.4,1764,4,2,1356.18,18.475,53.138,700,700,0.235,470,0.00329077,6.58153,5.567,11134,80,-0.35465,8.2071e-10,0.901381,0.0535281,1125.58
134,0,0.001,7.65529,2000,3.92616,3.57303,3.33866,3.9954,532,497,1915.2,1789.2,8,7,1463.31,20.1355,50.8775,700,700,0.2285,457,0.00186193,3.72385,5.0375,10075,80,-0.600516,1.15499e-10,0.906084,0.050561,1133.51
135,0,0.001,8.36263,2000,3.56301,3.34014,3.2229,3.60516,536,506,1929.6,1821.6,2,2,1464.54,16.307,50.684,700,700,0.248,496,0.00604696,12.0939,5.4655,10931,82,-0.683094,-1.07398e-09,0.903295,0.0511353,1142.16
136,0,0.001,7.71012,2000,3.7852,3.51037,3.39331,3.8378,532,496,1915.2,1785.6,10,8,1457.12,19.174,51.128,700,700,0.223,446,0.000621083,1.24217,5.132,10264,82,-0.151199,4.59683e-10,0.891469,0.0491011,1150.14
137,0,0.001,8.21042,2000,3.41626,3.18381,3.12934,3.46079,528,494,1900.8,1778.4,6,6,1422.59,20.118,55.183,700,700,0.232,464,0.00256517,5.13034,5.636,11272,81,-0.54285,4.85184e-11,0.902636,0.052299,1158.63
138,0,0.001,7.56744,2000,3.79729,3.44905,3.1574,3.86479,540,499,1944,1796.4,12,9,1409.25,15.433,47.5495,700,700,0.2195,439,-0.000202504,-0.405007,5.212,10424,82,-0.60761,-1.81636e-10,0.907266,0.050209,1166.47
139,0,0.001,7.9312,2000,3.66614,3.35875,3.1575,3.72593,543,513,1954.8,1846.8,2,2,1470.67,17.2865,51.074,700,700,0.2515,503,0.00668686,13.3737,5.4995,10999,84,-0.777579,-1.09179e-09,0.919341,0.0554981,1174.68
140,0,0.001,7.5546,2000,3.83863,3.46826,3.23551,3.9118,535,497,1926,1789.2,6,5,1355.87,18.2285,50.0875,700,700,0.2335,467,0.00279774,5.59548,5.2535,10507,82,-0.391641,-4.34204e-10,0.925534,0.049859,1182.53
141,0,0.001,9.01236,2000,3.25943,3.0534,3.05155,3.29856,529,493,1904.4,1774.8,4,4,1417.56,16.766,53.712,700,700,0.2365,473,0.00342434,6.84868,5.8945,11789,81,-0.525568,-1.32201e-10,0.918634,0.0524809,1191.82
142,0,0.001,7.62228,2000,3.82429,3.49877,3.2386,3.88749,538,501,1936.8,1803.6,4,4,1410.7,17.7715,49.7075,700,700,0.2405,481,0.00425793,8.51586,5.1895,10379,80,-0.707617,1.12334e-09,0.91913,0.0516601,1199.72
143,0,0.001,7.66389,2000,3.79653,3.46666,3.30373,3.86127,531,502,1911.6,1807.2,6,5,1559.19,20.0875,52.052,700,700,0.236,472,0.00327203,6.54406,5.2435,10487,82,-0.515257,-3.71554e-10,0.921944,0.0520802,1207.66
144,0,0.001,8.12437,2000,3.53567,3.20746,3.09172,3.59957,531,498,1911.6,1792.8,6,4,1475.37,16.499,51.0125,700,700,0.234,468,0.00281973,5.63946,5.622,11244,81,-0.357563,-5.66247e-10,0.93749,0.0505049,1216.07
145,0,0.001,7.74735,2000,3.79161,3.46106,3.26354,3.85651,539,503,1940.4,1810.8,2,2,1346.25,16.108,48.4915,700,700,0.2465,493,0.00549141,10.9828,5.312,10624,81,-0.66515,-3.09962e-10,0.930865,0.0490642,1224.09
146,0,0.001,7.52209,2000,3.92584,3.55474,3.33712,3.99892,544,507,1958.4,1825.2,8,7,1394.05,14.735,46.208,700,700,0.2335,467,0.00266953,5.33905,5.1755,10351,84,-0.458461,1.31715e-09,0.8903,0.0506887,1231.88
147,0,0.001,8.6231,2000,3.26953,3.01908,2.99597,3.31645,532,493,1915.2,1774.8,4,2,1352.53,17.734,54.643,700,700,0.2365,473,0.00330062,6.60125,5.82,11640,80,-0.459047,-5.03004e-10,0.90306,0.0532143,1240.81
148,0,0.001,7.97491,2000,3.68574,3.43136,3.28174,3.7346,540,506,1944,1821.6,4,4,1431.42,15.1265,48.705,700,700,0.243,486,0.00469031,9.38062,5.4095,10819,83,-0.594567,7.2329e-11,0.918286,0.0488951,1249.06
149,0,0.001,8.51781,2000,3.56369,3.32324,3.22335,3.60958,537,500,1933.2,1800,4,4,1335.37,16.867,51.1965,700,700,0.24,480,0.00401619,8.03237,5.499,10998,83,-0.513764,1.04455e-09,0.891554,0.0535109,1257.86
150,0,0.001,8.34108,2000,3.39001,3.16604,3.13076,3.43246,533,498,1918.8,1792.8,0,0,1301.48,18.1265,53.955,700,700,0.249,498,0.00594683,11.8937,5.706,11412,82,-0.563678,3.04489e-10,0.893314,0.0541871,1266.51
151,0,0.001,7.86039,2000,3.66101,3.34316,3.25212,3.72318,526,498,1893.6,1792.8,2,2,1552.55,20.5065,53.7825,700,700,0.244,488,0.00484064,9.68128,5.442,10884,81,-0.515028,6.12477e-10,0.924093,0.050467,1274.64
152,0,0.001,7.46631,2000,4.0037,3.62356,3.36413,4.07818,540,507,1944,1825.2,4,3,1375.23,19.304,50.0775,700,700,0.2435,487,0.00471528,9.43056,5.039,10078,83,-0.600857,1.9968e-10,0.903672,0.049226,1282.38
153,0,0.001,8.30561,2000,3.41938,3.17487,3.10633,3.46607,531,506,1911.6,1821.6,0,0,1706.4,19.2585,55.03,700,700,0.253,506,0.00677179,13.5436,5.734,11468,82,-0.69312,5.38674e-10,0.885137,0.0536032,1290.96
154,0,0.001,7.41496,2000,3.92918,3.56431,3.38287,4.00074,534,508,1922.4,1828.8,2,2,1536.63,18.333,49.4715,700,700,0.249,498,0.00586755,11.7351,5.104,10208,82,-0.67485,-8.02191e-11,0.881008,0.0487878,1298.64
155,0,0.001,7.91036,2000,3.62249,3.36436,3.22122,3.67128,537,495,1933.2,1782,10,7,1390.96,14.245,47.7525,700,700,0.2225,445,-4.27437e-06,-0.00854875,5.324,10648,81,-0.545764,6.08937e-10,0.873803,0.0536833,1306.82
156,0,0.001,7.66915,2000,3.74841,3.45073,3.34688,3.80606,535,502,1926,1807.2,6,5,1400.01,19.115,51.4615,700,700,0.236,472,0.00296548,5.93096,5.2465,10493,81,-0.496549,-1.24127e-09,0.875188,0.0511932,1314.77
157,0,0.001,7.9513,2000,3.65879,3.40005,3.30324,3.70768,540,505,1944,1818,4,3,1397.81,15.3215,48.8795,700,700,0.2425,485,0.00436845,8.7369,5.331,10662,82,-0.518916,1.58395e-10,0.86109,0.0521121,1323
158,0,0.001,8.6283,2000,3.53748,3.34627,3.28573,3.57327,537,500,1933.2,1800,8,7,1506.08,14.7655,49.3745,700,700,0.23,460,0.00158956,3.17912,5.4535,10907,81,-0.637869,-4.58172e-11,0.869293,0.0518641,1331.91
159,0,0.001,7.26527,2000,4.1626,3.85825,3.501,4.22116,547,516,1969.2,1857.6,6,6,1463.21,13.461,43.3195,700,700,0.243,486,0.00442677,8.85354,4.816,9632,83,-0.66753,-2.20397e-10,0.856833,0.048681,1339.45
160,0,0.001,8.24616,2000,3.51778,3.27189,3.22758,3.56475,536,506,1929.6,1821.6,2,2,1509.55,20.2635,55.16,700,700,0.248,496,0.00550164,11.0033,5.5955,11191,82,-0.715336,5.96916e-10,0.876417,0.0550122,1347.99
161,0,0.001,7.77054,2000,3.85218,3.5606,3.33523,3.90729,545,516,1962,1857.6,4,2,1613.42,12.2375,44.6945,700,700,0.248,496,0.00547652,10.953,5.157,10314,82,-0.620468,1.31242e-09,0.835854,0.0490639,1356.03
162,0,0.001,8.07245,2000,3.57544,3.33189,3.28142,3.62126,537,504,1933.2,1814.4,6,5,1566.9,14.3555,48.5895,700,700,0.237,474,0.00303847,6.07694,5.419,10838,81,-0.632391,-1.53459e-10,0.843499,0.0512249,1364.38
163,0,0.001,7.5634,2000,4.01942,3.71261,3.49937,4.07843,550,515,1980,1854,6,5,1364.04,11.5015,42.748,700,700,0.2425,485,0.00423061,8.46121,5.038,10076,85,-0.64585,1.22189e-10,0.867686,0.0505469,1372.22
164,0,0.001,7.94025,2000,3.73335,3.41034,3.20263,3.79437,547,506,1969.2,1821.6,6,2,1266.18,15.062,48.208,700,700,0.238,476,0.00322299,6.44598,5.2635,10527,82,-0.472397,-3.69242e-10,0.894867,0.0490978,1380.44
165,0,0.001,8.0462,2000,3.63123,3.29542,3.19241,3.69563,541,504,1947.6,1814.4,6,4,1470.33,15.634,49.609,700,700,0.237,474,0.00297628,5.95256,5.464,10928,81,-0.661254,-2.10639e-10,0.913533,0.0536048,1388.77
166,0,0.001,8.60374,2000,3.27389,3.02062,3.05695,3.32224,528,491,1900.8,1767.6,2,0,1390.05,20.2005,56.9145,700,700,0.2405,481,0.00373054,7.46108,5.8835,11767,82,-0.441637,4.37521e-10,0.927056,0.0550389,1397.66
167,0,0.001,8.13664,2000,3.86318,3.47843,3.23207,3.93952,539,510,1940.4,1836,2,2,1529.17,14.5785,46.725,700,700,0.25,500,0.00580342,11.6068,5.32,10640,82,-0.682629,-5.52829e-10,0.924408,0.0490649,1406.07
168,0,0.001,7.47402,2000,4.01851,3.62063,3.31731,4.09714,538,513,1936.8,1846.8,4,3,1849.63,20.6065,51.564,700,700,0.2465,493,0.00501033,10.0207,5.107,10214,82,-0.666671,-1.68206e-11,0.929167,0.0491099,1413.82
169,0,0.001,8.24591,2000,3.69377,3.38733,3.24409,3.75277,538,510,1936.8,1836,2,2,1719.12,19.261,52.871,700,700,0.25,500,0.00576533,11.5307,5.4235,10847,81,-0.775578,3.2874e-10,0.912113,0.052316,1422.34
170,0,0.001,7.5876,2000,4.35036,3.98338,3.51364,4.42172,556,523,2001.6,1882.8,4,4,1407.99,12.0125,41.2745,700,700,0.2515,503,0.00606318,12.1264,4.7615,9523,84,-0.860051,-2.01388e-10,0.888636,0.0537128,1430.24
171,0,0.001,8.06281,2000,3.72936,3.46504,3.29717,3.77841,548,514,1972.8,1850.4,6,2,1491.72,10.7835,44.267,700,700,0.242,484,0.00393709,7.87419,5.2385,10477,85,-0.526149,1.12307e-09,0.902952,0.0497148,1438.57
172,0,0.001,7.90028,2000,3.71167,3.38866,3.2694,3.77298,546,510,1965.6,1836,8,4,1460.13,14.7085,48.16,700,700,0.235,470,0.00236476,4.72952,5.3345,10669,84,-0.419731,1.08592e-09,0.89492,0.0516589,1446.75
173,0,0.001,8.18328,2000,3.60843,3.34307,3.23272,3.6594,546,512,1965.6,1843.2,2,2,1413.82,13.115,47.614,700,700,0.251,502,0.00589991,11.7998,5.556,11112,82,-0.703405,5.91214e-10,0.896508,0.0539119,1455.23
174,0,0.001,7.55926,2000,4.0229,3.70887,3.4185,4.08383,549,518,1976.4,1864.8,2,2,1478.74,13.525,44.79,700,700,0.254,508,0.00654343,13.0869,5.079,10158,84,-0.798648,2.53873e-10,0.896183,0.0505121,1463.07
175,0,0.001,7.90943,2000,3.7299,3.42157,3.33659,3.78867,542,515,1951.2,1854,2,0,1633.17,17.0275,50.582,700,700,0.2525,505,0.00618168,12.3634,5.3695,10739,82,-0.612302,-4.56635e-10,0.886315,0.051053,1471.26
176,0,0.001,8.30711,2000,3.81804,3.53637,3.4012,3.87242,553,526,1990.8,1893.6,2,2,1554.49,11.8795,45.0865,700,700,0.258,516,0.00738785,14.7757,5.373,10746,85,-0.874403,2.04896e-10,0.902334,0.0494699,1479.84
177,0,0.001,7.98321,2000,3.65077,3.4124,3.41457,3.69627,537,504,1933.2,1814.4,12,11,1722.34,18.348,52.1315,700,700,0.222,444,-0.000688668,-1.37734,5.414,10828,83,-0.427307,-4.65643e-10,0.883035,0.0525451,1488.1
178,0,0.001,7.8782,2000,3.71472,3.38705,3.35242,3.77682,547,505,1969.2,1818,8,4,1357.5,13.758,47.1325,700,700,0.2325,465,0.00166549,3.33098,5.315,10630,82,-0.404619,8.83387e-10,0.885157,0.049212,1496.26
179,0,0.001,8.07372,2000,3.62526,3.3975,3.34765,3.66839,549,509,1976.4,1832.4,6,5,1384.49,13.175,47.5475,700,700,0.2395,479,0.00320063,6.40126,5.4705,10941,84,-0.65023,-4.37538e-11,0.879735,0.0548151,1504.63
180,0,0.001,7.95992,2000,3.69262,3.46836,3.33729,3.73516,546,512,1965.6,1843.2,6,6,1497.82,16.3935,50.2325,700,700,0.241,482,0.00351361,7.02723,5.3935,10787,83,-0.728601,-5.07697e-10,0.870719,0.0531058,1512.89
181,0,0.001,8.75703,2000,3.34181,3.13408,3.18005,3.38109,547,514,1969.2,1850.4,2,2,1425.11,11.89,49.446,700,700,0.252,504,0.00593643,11.8729,5.97,11940,84,-0.69627,3.47086e-10,0.863572,0.0552132,1521.93
182,0,0.001,7.84299,2000,3.85037,3.54258,3.35714,3.91016,554,520,1994.4,1872,6,6,1450.93,11.156,44.021,700,700,0.245,490,0.00435257,8.70513,5.3435,10687,85,-0.757311,-9.88307e-10,0.868,0.0510321,1530.05
183,0,0.001,8.31936,2000,3.49708,3.25435,3.24208,3.54329,539,509,1940.4,1832.4,0,0,1435,15.9185,51.4885,700,700,0.2545,509,0.00644114,12.8823,5.686,11372,82,-0.620116,-1.12439e-09,0.879882,0.0537899,1538.66
184,0,0.001,7.48854,2000,4.09888,3.69823,3.45672,4.17708,552,516,1987.2,1857.6,12,9,1499.43,12.194,42.976,700,700,0.228,456,0.000520547,1.04109,5.0255,10051,86,-0.44704,-2.39757e-10,0.866832,0.0515828,1546.43
185,0,0.001,8.1759,2000,3.52886,3.26304,3.31781,3.57962,536,496,1929.6,1785.6,4,4,1276.12,17.605,52.261,700,700,0.238,476,0.0027379,5.4758,5.5525,11105,79,-0.42771,7.26239e-11,0.864195,0.0544219,1554.9
186,0,0.001,8.36746,2000,3.79343,3.49422,3.27058,3.85062,548,516,1972.8,1857.6,4,2,1448.48,14.338,47.3395,700,700,0.248,496,0.00494955,9.8991,5.2935,10587,84,-0.617888,3.12786e-10,0.880134,0.050833,1563.56
187,0,0.001,7.71542,2000,3.85239,3.54659,3.36242,3.91109,542,512,1951.2,1843.2,4,2,1612.13,17.9685,50.0515,700,700,0.246,492,0.00448329,8.96658,5.165,10330,83,-0.635078,-2.0572e-10,0.878713,0.0501108,1571.55
188,0,0.001,7.91129,2000,3.76258,3.46034,3.35646,3.82098,546,517,1965.6,1861.2,2,2,1577.73,13.1875,46.491,700,700,0.2535,507,0.00613686,12.2737,5.3905,10781,83,-0.717771,-2.54937e-10,0.870911,0.0584381,1579.75
189,0,0.001,8.68074,2000,3.21164,3.00464,3.12713,3.25107,526,487,1893.6,1753.2,4,4,1424.58,16.4215,53.7595,700,700,0.2335,467,0.00164767,3.29533,5.972,11944,79,-0.411468,6.5478e-10,0.877447,0.0547671,1588.71
190,0,0.001,8.70475,2000,3.31131,3.12229,3.18222,3.34667,538,506,1936.8,1821.6,0,0,1396.98,15.116,52.1035,700,700,0.253,506,0.00599081,11.9816,5.8255,11651,81,-0.575685,-1.42449e-11,0.882851,0.0535409,1597.73
191,0,0.001,7.02024,2000,4.3468,3.96873,3.60806,4.42061,553,520,1990.8,1872,4,4,1423.04,11.8025,40.7385,700,700,0.25,500,0.00530111,10.6022,4.724,9448,85,-0.672483,4.02924e-10,0.872741,0.0496659,1605.03
192,0,0.001,8.38149,2000,3.43792,3.22878,3.18485,3.47727,534,507,1922.4,1825.2,0,0,1555.48,17.284,53.241,700,700,0.2535,507,0.00606653,12.1331,5.6925,11385,83,-0.599234,-3.44113e-10,0.889102,0.0517449,1613.69
193,0,0.001,8.26986,2000,3.51824,3.25499,3.20937,3.56831,542,515,1951.2,1854,0,0,1588.95,15.198,50.448,700,700,0.2575,515,0.00694832,13.8966,5.631,11262,81,-0.725796,3.13108e-10,0.879489,0.053458,1622.24
194,0,0.001,7.83083,2000,3.81777,3.50739,3.37683,3.87708,547,517,1969.2,1861.2,8,6,1755.36,14.1975,46.934,700,700,0.2385,477,0.00264492,5.28983,5.2495,10499,83,-0.641361,-1.14871e-09,0.883522,0.0488741,1630.34
195,0,0.001,8.45997,2000,3.40722,3.14858,3.24489,3.45694,523,501,1882.8,1803.6,4,4,2064.35,20.838,56.5565,700,700,0.2405,481,0.00308834,6.17668,5.758,11516,80,-0.571986,-3.49433e-10,0.902503,0.054383,1639.08
196,0,0.001,8.27446,2000,3.93108,3.61367,3.37764,3.99301,550,518,1980,1864.8,4,4,1448.24,14.2825,46.474,700,700,0.249,498,0.00498031,9.96063,5.254,10508,85,-0.750135,-1.19802e-09,0.892391,0.051954,1647.64
197,0,0.001,7.0826,2000,4.42917,3.99089,3.49961,4.51508,557,532,2005.2,1915.2,2,1,1568.33,10.03,39.031,700,700,0.261,522,0.00765247,15.3049,4.751,9502,85,-0.892548,7.08301e-11,0.867037,0.0489061,1655
198,0,0.001,7.75073,2000,3.93586,3.56841,3.40206,4.00736,550,524,1980,1886.4,0,0,1615.67,15.7635,48.181,700,700,0.262,524,0.00785414,15.7083,5.278,10556,83,-0.820319,1.90652e-10,0.880174,0.0538051,1663.03
199,0,0.001,7.51546,2000,4.09449,3.73028,3.40372,4.16441,557,531,2005.2,1911.6,2,0,1544.77,9.265,40.6075,700,700,0.2605,521,0.00748725,14.9745,5.047,10094,86,-0.800101,8.10965e-10,0.887511,0.0526118,1670.83
200,0,0.001,7.97529,2000,3.71367,3.42871,3.34098,3.76811,544,519,1958.4,1868.4,2,2,1735.14,14.1935,48.078,700,700,0.2545,509,0.0061097,12.2194,5.4325,10865,82,,,,,1679.05
